产品代码,产品类型,计算模式,周期,最大回撤,贝塔,回撤修复,年化波动率,下行风险,防守能力,同类平均最大回撤,同类平均贝塔,同类平均回撤修复,同类平均年化波动率,同类平均下行风险,同类平均防守能力,沪深300最大回撤,沪深300贝塔,沪深300回撤修复,沪深300年化波动率,沪深300下行风险,沪深300防守能力,最大回撤排名,贝塔排名,回撤修复排名,年化波动率排名,下行风险排名,防守能力排名
D00438,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,--,17.60%,15.35%,100.00%,--,--,--,--,--,--
D00438,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,47天,19.53%,16.75%,100.00%,--,--,--,--,--,--
D00438,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,79天,20.13%,18.15%,100.00%,--,--,--,--,--,--
D00438,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.87%,17.05%,100.00%,--,--,--,--,--,--
D00438,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.62%,100.00%,--,15.37%,10.67%,100.00%,--,--,--,--,--,--
D00438,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.33%,22.15%,100.00%,--,--,--,--,--,--
ZH0250,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,7天,17.80%,15.61%,100.00%,--,--,--,--,--,--
ZH0250,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,45天,20.43%,19.11%,100.00%,--,--,--,--,--,--
ZH0250,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,78天,20.06%,18.14%,100.00%,--,--,--,--,--,--
ZH0250,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.80%,17.04%,100.00%,--,--,--,--,--,--
ZH0250,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-4.32%,100.00%,--,14.17%,7.06%,100.00%,--,--,--,--,--,--
ZH0250,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.35%,22.17%,100.00%,--,--,--,--,--,--
TS0002,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,7天,17.84%,15.57%,100.00%,--,--,--,--,--,--
TS0002,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,45天,20.42%,19.11%,100.00%,--,--,--,--,--,--
TS0002,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,78天,20.05%,18.14%,100.00%,--,--,--,--,--,--
TS0002,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.80%,17.03%,100.00%,--,--,--,--,--,--
TS0002,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-4.32%,100.00%,--,13.78%,7.06%,100.00%,--,--,--,--,--,--
TS0002,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.35%,22.17%,100.00%,--,--,--,--,--,--
17S058,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,--,17.34%,15.27%,100.00%,--,--,--,--,--,--
17S058,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,47天,19.54%,16.70%,100.00%,--,--,--,--,--,--
17S058,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,79天,20.14%,18.11%,100.00%,--,--,--,--,--,--
17S058,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.88%,17.03%,100.00%,--,--,--,--,--,--
17S058,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.62%,100.00%,--,15.13%,10.82%,100.00%,--,--,--,--,--,--
17S058,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.14%,100.00%,--,--,--,--,--,--
9023,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,--,17.46%,15.33%,100.00%,--,--,--,--,--,--
9023,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,47天,19.53%,16.73%,100.00%,--,--,--,--,--,--
9023,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,79天,20.13%,18.14%,100.00%,--,--,--,--,--,--
9023,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.87%,17.04%,100.00%,--,--,--,--,--,--
9023,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.62%,100.00%,--,15.18%,11.19%,100.00%,--,--,--,--,--,--
9023,未分类,自然日,成立以来,-0.00%,--,--,3.11%,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.15%,100.00%,--,--,--,--,--,--
1111,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-26.55%,100.00%,5天,19.19%,16.93%,100.00%,--,--,--,--,--,--
1111,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,18天,19.48%,17.27%,100.00%,--,--,--,--,--,--
1111,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,38天,19.68%,18.15%,100.00%,--,--,--,--,--,--
1111,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,362天,19.87%,17.82%,100.00%,--,--,--,--,--,--
1111,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-23.40%,100.00%,--,21.74%,18.83%,100.00%,--,--,--,--,--,--
1111,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.09%,100.00%,--,--,--,--,--,--
TS0001,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,--,17.63%,15.40%,100.00%,--,--,--,--,--,--
TS0001,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,47天,19.52%,16.78%,100.00%,--,--,--,--,--,--
TS0001,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,79天,20.12%,18.17%,100.00%,--,--,--,--,--,--
TS0001,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.87%,17.06%,100.00%,--,--,--,--,--,--
TS0001,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.62%,100.00%,--,15.35%,10.58%,100.00%,--,--,--,--,--,--
TS0001,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.33%,22.16%,100.00%,--,--,--,--,--,--
2002,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-26.55%,100.00%,5天,19.24%,16.93%,100.00%,--,--,--,--,--,--
2002,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,20天,19.51%,17.24%,100.00%,--,--,--,--,--,--
2002,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,38天,19.68%,18.15%,100.00%,--,--,--,--,--,--
2002,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,362天,19.87%,17.82%,100.00%,--,--,--,--,--,--
2002,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-23.40%,100.00%,--,21.80%,18.83%,100.00%,--,--,--,--,--,--
2002,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.09%,100.00%,--,--,--,--,--,--
310000,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,8天,40.60%,41.34%,100.00%,--,--,--,--,--,--
310000,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,33天,32.43%,34.47%,100.00%,--,--,--,--,--,--
310000,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,276天,29.20%,29.84%,100.00%,--,--,--,--,--,--
310000,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,618天,25.90%,24.86%,100.00%,--,--,--,--,--,--
310000,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-23.51%,100.00%,--,42.64%,47.15%,100.00%,--,--,--,--,--,--
310000,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,954天,26.82%,25.43%,100.00%,--,--,--,--,--,--
GS0ZC1,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS0ZC1,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS0ZC1,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS0ZC1,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS0ZC1,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS0ZC1,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
GS00A2,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS00A2,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS00A2,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS00A2,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS00A2,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS00A2,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
698156,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.03%,15.70%,100.00%,--,--,--,--,--,--
698156,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,45天,20.35%,19.16%,100.00%,--,--,--,--,--,--
698156,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,78天,20.06%,18.17%,100.00%,--,--,--,--,--,--
698156,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,340天,18.76%,17.05%,100.00%,--,--,--,--,--,--
698156,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-2.47%,100.00%,--,9.24%,6.17%,100.00%,--,--,--,--,--,--
698156,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.36%,22.20%,100.00%,--,--,--,--,--,--
GS00A1,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS00A1,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS00A1,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS00A1,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS00A1,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS00A1,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
GS00F2,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS00F2,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS00F2,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS00F2,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS00F2,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS00F2,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
GS0ZC2,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS0ZC2,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS0ZC2,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS0ZC2,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS0ZC2,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS0ZC2,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
GS00A3,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS00A3,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS00A3,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS00A3,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS00A3,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS00A3,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
GS00F3,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS00F3,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS00F3,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS00F3,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS00F3,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS00F3,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
GS00F1,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS00F1,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS00F1,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS00F1,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS00F1,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS00F1,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
GS0TX1,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.42%,100.00%,9天,17.65%,14.97%,100.00%,--,--,--,--,--,--
GS0TX1,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,36天,19.21%,16.38%,100.00%,--,--,--,--,--,--
GS0TX1,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.40%,100.00%,81天,19.91%,18.38%,100.00%,--,--,--,--,--,--
GS0TX1,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,347天,19.34%,17.43%,100.00%,--,--,--,--,--,--
GS0TX1,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-19.36%,100.00%,--,22.43%,18.58%,100.00%,--,--,--,--,--,--
GS0TX1,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.37%,22.15%,100.00%,--,--,--,--,--,--
666666,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,--,17.63%,15.40%,100.00%,--,--,--,--,--,--
666666,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,47天,19.52%,16.78%,100.00%,--,--,--,--,--,--
666666,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,79天,20.12%,18.17%,100.00%,--,--,--,--,--,--
666666,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.87%,17.06%,100.00%,--,--,--,--,--,--
666666,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.62%,100.00%,--,15.35%,10.58%,100.00%,--,--,--,--,--,--
666666,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.33%,22.16%,100.00%,--,--,--,--,--,--
888888,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,7天,17.84%,15.57%,100.00%,--,--,--,--,--,--
888888,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,45天,20.42%,19.11%,100.00%,--,--,--,--,--,--
888888,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,78天,20.05%,18.14%,100.00%,--,--,--,--,--,--
888888,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.80%,17.03%,100.00%,--,--,--,--,--,--
888888,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-4.32%,100.00%,--,13.78%,7.06%,100.00%,--,--,--,--,--,--
888888,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.35%,22.17%,100.00%,--,--,--,--,--,--
009023,未分类,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,--,17.60%,15.35%,100.00%,--,--,--,--,--,--
009023,未分类,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,47天,19.53%,16.75%,100.00%,--,--,--,--,--,--
009023,未分类,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.42%,100.00%,79天,20.13%,18.15%,100.00%,--,--,--,--,--,--
009023,未分类,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.87%,17.05%,100.00%,--,--,--,--,--,--
009023,未分类,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.62%,100.00%,--,15.37%,10.67%,100.00%,--,--,--,--,--,--
009023,未分类,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.33%,22.15%,100.00%,--,--,--,--,--,--
1710538515382878209,1,自然日,近 1 年,--,--,--,--,--,--,-1.71%,0.25%,--,1.77%,--,97.97%,-17.31%,100.00%,13天,14.31%,8.99%,100.00%,--,--,--,--,--,--
1710538515382878209,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.66%,100.00%,7天,16.97%,13.47%,100.00%,--,--,--,--,--,--
1710538515382878209,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-40.18%,100.00%,9天,17.53%,14.30%,100.00%,--,--,--,--,--,--
1710538515382878209,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-40.18%,100.00%,73天,19.13%,16.34%,100.00%,--,--,--,--,--,--
1710538515382878209,1,自然日,今年以来,--,--,--,--,--,--,-1.71%,0.32%,--,1.93%,--,97.58%,-17.31%,100.00%,--,13.40%,9.13%,100.00%,--,--,--,--,--,--
1710538515382878209,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.72%,21.29%,100.00%,--,--,--,--,--,--
1719226013768302594,1,自然日,近 1 年,-8.00%,1.22%,--,7.98%,--,90.77%,-1.71%,0.25%,--,1.77%,--,97.97%,-17.31%,100.00%,13天,14.31%,8.99%,100.00%,1/13名,5/13名,--,5/13名,--,5/13名
1719226013768302594,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-31.66%,100.00%,7天,16.97%,13.47%,100.00%,--,--,--,--,--,--
1719226013768302594,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-40.18%,100.00%,9天,17.53%,14.30%,100.00%,--,--,--,--,--,--
1719226013768302594,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-40.18%,100.00%,73天,19.13%,16.34%,100.00%,--,--,--,--,--,--
1719226013768302594,1,自然日,今年以来,-8.00%,1.54%,--,8.73%,--,89.03%,-1.71%,0.32%,--,1.93%,--,97.58%,-17.31%,100.00%,--,13.40%,9.13%,100.00%,1/13名,5/13名,--,5/13名,--,5/13名
1719226013768302594,1,自然日,成立以来,-8.00%,0.40%,--,5.95%,--,95.96%,-8.18%,8.25%,--,4.69%,8.87%,93.01%,-46.70%,100.00%,979天,22.72%,21.29%,100.00%,3/7名,2/7名,--,2/7名,--,2/7名
1011,1,自然日,近 1 年,--,--,--,--,--,--,-5.66%,15.13%,173天,4.52%,4.28%,87.63%,-21.96%,100.00%,--,15.50%,10.88%,100.00%,--,--,--,--,--,--
1011,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.91%,100.00%,--,17.50%,14.46%,100.00%,--,--,--,--,--,--
1011,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-39.59%,100.00%,41天,18.70%,15.46%,100.00%,--,--,--,--,--,--
1011,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-39.59%,100.00%,85天,19.91%,17.16%,100.00%,--,--,--,--,--,--
1011,1,自然日,今年以来,--,--,--,--,--,--,-0.81%,14.13%,--,2.78%,2.04%,92.59%,-9.81%,100.00%,--,13.00%,9.01%,100.00%,--,--,--,--,--,--
1011,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.89%,21.51%,100.00%,--,--,--,--,--,--
1022,1,自然日,近 1 年,-5.66%,15.13%,173天,4.52%,4.28%,87.63%,-5.66%,15.13%,173天,4.52%,4.28%,87.63%,-21.96%,100.00%,--,15.50%,10.88%,100.00%,1/4名,1/4名,1/4名,1/4名,1/4名,1/4名
1022,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.91%,100.00%,--,17.50%,14.46%,100.00%,--,--,--,--,--,--
1022,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-39.59%,100.00%,41天,18.70%,15.46%,100.00%,--,--,--,--,--,--
1022,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-39.59%,100.00%,85天,19.91%,17.16%,100.00%,--,--,--,--,--,--
1022,1,自然日,今年以来,-0.81%,14.13%,--,2.78%,2.04%,92.59%,-0.81%,14.13%,--,2.78%,2.04%,92.59%,-9.81%,100.00%,--,13.00%,9.01%,100.00%,1/4名,1/4名,--,1/4名,1/4名,1/4名
1022,1,自然日,成立以来,-5.66%,10.88%,167天,4.03%,3.87%,90.13%,-5.66%,10.88%,167天,4.03%,3.87%,90.13%,-46.70%,100.00%,979天,22.89%,21.51%,100.00%,1/4名,1/4名,1/4名,1/4名,1/4名,1/4名
1012,1,自然日,近 1 年,--,--,--,--,--,--,-5.66%,15.13%,173天,4.52%,4.28%,87.63%,-21.96%,100.00%,--,15.50%,10.88%,100.00%,--,--,--,--,--,--
1012,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.91%,100.00%,--,17.50%,14.46%,100.00%,--,--,--,--,--,--
1012,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-39.59%,100.00%,41天,18.70%,15.46%,100.00%,--,--,--,--,--,--
1012,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-39.59%,100.00%,85天,19.91%,17.16%,100.00%,--,--,--,--,--,--
1012,1,自然日,今年以来,--,--,--,--,--,--,-0.81%,14.13%,--,2.78%,2.04%,92.59%,-9.81%,100.00%,--,13.00%,9.01%,100.00%,--,--,--,--,--,--
